title,review_text,rating
GAME CHANGER!!,"Aditya Dhar's Dhurandhar is a long, intense, and ambitious film that has earned strong but divided reactions from both critics and audiences.A Gritty, Geopolitical ThrillerSet against the backdrop of real historical events like the 1999 hijacking and the 2001 Parliament attack, the story follows a RAW agent who goes deep undercover into Karachi's Lyari underworld to dismantle a gangster-ISI terror nexus. The film is structured into distinct chapters and builds a gritty, complex world of espionage and geopolitical maneuvering.The Major Strengths· Powerhouse Performances: The cast is consistently praised as a major highlight. Ranveer Singh delivers a controlled, intense performance, often described as career-best. Akshaye Khanna is frequently called the scene-stealer, bringing a chilling, charismatic menace to his role.· Technical Craftsmanship: The film is noted for its high production values, visceral action choreography, and a pulsating background score that significantly elevates the tension.· Immersive World-Building: Director Aditya Dhar is commended for creating a detailed, believable, and ruthless world of Karachi's underworld and intelligence operations.Key Points of Criticism· Demanding Runtime: This is the film's most debated aspect. With a runtime between 212 to 214 minutes (over 3.5 hours), many reviews note that the narrative feels overstretched, particularly in the first half.· Uneven Pacing: The slow-burn, deliberate pace of the first hour, dedicated to character and plot setup, tests the patience of some viewers expecting a faster thriller.· Contested Romantic Subplot: The romantic track between Ranveer Singh's character and the politician's daughter (played by Sara Arjun) is seen by some critics as an underwritten element that could have been trimmed.Final Verdict & AudienceDhurandhar is not a light, breezy watch. It is a dense, serious-minded spy saga that requires and rewards patience. Most reviews conclude that if you can commit to its epic length and appreciate grounded, performance-driven geopolitical thrillers, it offers a compelling big-screen experience.However, if you prefer fast-paced, straightforward action or have limited tolerance for very long films, you might find it challenging. The film also ends with a clear setup for a sequel.I hope this non-spoiler review helps you decide. Are you generally a fan of long-form, detailed storytelling in films, or do you tend to prefer tighter narratives? Knowing this could help me provide more tailored insights.",10
Top notch,"Indian Intel spy film never been that thrilling and so near to the actual incidents. Kudos to the script writer, director. Even the Villains are mind-blowing. Akshay Khanna's screen presence is on another level. Every chapter is intense and never feels bored despite a 3.5 hr runtime. One request, don't ruin this in season 2.",10
All indians must watch this movie,Movie is superb akshay khanna acting is superb he is totally in the character the movie shows how india made somany security steps to track terror activities the story line is superb ranveer singh acting is excellent it's must watch movie to all indians and we should feel proud how our country has taken steps to kill these terror activities.,10
Best,"Best movies till date. Dhurandhar is one of those rare films that pulls you straight into its world from the very first frame. It is intense, gripping, emotional, and crafted on a massive scale. What stands out most is the powerhouse performance by Ranveer Singh, who disappears completely into the character. His raw intensity, vulnerability, and unpredictable energy make the film unforgettable.",10
"Emotion, Intensity, and All-Out Entertainment","Tension is woven into every scene, making the narrative impossible to predict yet always believable. The protagonist commands the screen with a magnetic intensity, fully embodying the moral dilemmas and physical demands of the story. The action sequences are intricate and thrilling, blending martial skill with cinematic artistry that keeps viewers on edge. Dialogue is sharp and meaningful, never filler, reflecting complex motivations and alliances. The cinematography skillfully juxtaposes violence with moments of introspection, while the soundscape accentuates every heartbeat of suspense. The plot's political intrigue is intricately layered, adding stakes beyond mere survival. Secondary characters are compelling, providing texture and realism to the story's dangerous world. Every element, from choreography to set design, is purpose-driven, culminating in a finale that is as emotionally charged as it is viscerally exciting.",9
Landmark film in Indian Cinema,"Easily the best espionage thriller film to have come out of our country
Markers have tried to keep it extremely close to reality
The action is gruesome .Despite of the fact that the film is 3hr 34 mins long the film is pretty nicely paced no sequence feels dragged maybe barring the love angle between Ranveer and Sara.The acting is incredible .Makers have voluntarily decided to not give the actors a pakistani accent which wasn't a huge problem for me.The way that the Pakistani underworld is shown is incredible .And Also the way some real footages have been included in the film will send chills down your spine .The length could've been shorter but still a great watch.",9
Big Screen Action with Powerful Acting,"The narrative unfolds with patient intensity, drawing viewers into a high-stakes world of politics and crime. Ranveer Singh's performance is layered and compelling, capturing internal conflict and determination, while Sanjay Dutt commands attention with his presence. Akshaye Khanna and R Madhavan deliver strong supporting roles, adding dimension to the story. Arjun Rampal and Sara Arjun bring additional emotional depth, making the consequences feel urgent. Aditya Dhar orchestrates a perfect balance of action, strategy, and character development. Cinematography captures both chaos and quiet reflection, while the score enhances every tense and emotional beat, making the viewing experience immersive and gripping.",9
Action-Packed Scenes with Emotional Depth,"This film excels in blending intense action with layered storytelling. Ranveer Singh carries the film with a dynamic performance, while Sanjay Dutt brings authority and menace. Akshaye Khanna and R Madhavan add depth and intelligence to the ensemble, and Arjun Rampal's quiet intimidation contrasts beautifully with Sara Arjun's poignant innocence. Director Aditya Dhar's control over pacing, tension, and character arcs ensures that every sequence feels vital. Cinematography captures both the chaos of the city and intimate human moments, while the music and editing enhance the immersive experience. By the climax, the narrative's suspense and emotional resonance reach a powerful peak.",9
Good movie but nothing like everyone's raving about,"Went to watch the movie reading and listening and reviews everyone's talking about ( Bollywood starts, critics) and saying it's a new standard in Indian cinema
Is not that, I'm not sure what the motivation behind it. There are much better movies made in India who no one don't talks about.Good movie otherwise but not what I was expecting.",6
Hopeless movie and a waste of Money,"I watched it for an hour. It was a tortured. Somehow I bore the movie for one hour fifteen minutes, since I had to finish the popcorn. This movie simply does not a anrouse any interest. False hype. It is so boring that I could not resist posting this review. All the reviews here seem to be fake. Poorly made movie. Do not waste your time and money.",
A Shallow Attempt at Patriotism That Misses the Mark,"While Indian cinema has recently seen a surge in high-quality, impactful patriotic films, every successful trend eventually produces imitators. This latest release is a prime example of a film attempting to capitalize on the ""patriotic mindset"" of the audience without putting in the necessary work on script, logic, or direction.The Plot: Familiar Territory
The core premise is one we've seen before: internal power struggles between rival Pakistani gangs serving as a front for the ISI. The narrative suggests that the Pakistani government uses these criminal skirmishes as a ""deniable"" way to funnel arms and ammunition into India to fuel terrorism. While the geo-political concept had potential, the execution turns it into a messy, confusing gang war rather than a taut political thriller.The ""Faltu"" Factor
The film fails significantly in three major areas:Dialogue Writing: The lines are uninspired and ""faltu,"" lacking the gravitas or sharp wit found in the modern classics it tries to emulate.The Music: The songs feel forced, breaking the momentum of a story that was already struggling to stay afloat.The Action: This is perhaps the film's greatest sin. In an era where audiences appreciate the grounded realism of movies like Sam Bahadur, this film opts for ridiculous, gravity-defying stunts that feel decades out of date.The Final Verdict: Save Your Head
The biggest disappointment lies in the final act. After a build-up of ""hoo-haa"" and hype, the movie culminates in a 25-minute fight sequence that is so unrealistic and loud it becomes physically draining. It lacks the emotional weight of Bajirao Mastani or the raw honesty of The Kerala Story.Conclusion: If you decide to watch this for the plot, do yourself a favor and turn it off for the last 25 minutes. You'll save yourself a headache and some valuable time. Compared to the high-quality patriotic films of recent years, this one is a hollow imitation that prioritizes noise over nuance.",4
No overthinking just fun,"Watching Dhurandhar feels less like viewing a movie and more like witnessing a lived experience. Netflix's OTT format suits this film perfectly because it thrives on quiet tension and introspection. There's no spoon-feeding here the film trusts the audience to observe, interpret, and feel. The writing is sharp, the emotions are restrained, and the conflicts feel painfully authentic rather than manufactured.",10
Full-On Action with Heartfelt Drama,"From the first frame, the film establishes a tense, almost hypnotic rhythm that only intensifies as the story unfolds. Ranveer Singh's nuanced portrayal anchors the narrative, making his character's internal dilemmas deeply relatable. The director demonstrates remarkable control over tone, weaving high-octane action with quieter, character-driven scenes. Supporting actors enhance the film's emotional resonance, bringing authenticity to every interaction. Visuals are striking, with every frame composed to heighten drama and tension, while the score complements the narrative without overpowering it. The film's layered plot, interweaving crime, politics, and human ambition, keeps the audience engaged throughout. By the finale, the story's full scope and consequences hit hard, leaving a lasting impression of intensity and sophistication rarely seen in mainstream cinema.",10
Must watch,Movie time was too long... Other than that movie was awesome... Every character was awesome.. Songs could be better...ending also could have been better... But hope next part will be good with lots of thrills and much more. Ranveer singh justified his role. Guys it's a good movie... Go watch it.....,8
A Star-Driven Ride of Pure Thrill,"From quiet, tension-filled moments to explosive action, the film is a masterclass in cinematic storytelling. Ranveer Singh's portrayal is compelling, conveying the internal and external conflicts of a man navigating a dangerous world. Director Dhar's vision is precise, blending suspense, action, and character-driven drama seamlessly. The supporting cast brings authenticity to the narrative, while the cinematography captures every nuance of mood and environment. The background score intensifies emotions subtly, allowing audiences to feel the stakes without distraction. Each scene contributes meaningfully to an unforgettable cinematic journey.",9
A Classic Spy thriller!,"Best movie of 2025. No doubt. Even though some parts feel lengthy, the quality of the film totally overshadows it. Totally worth it.And most importantly this movie is made for big screen only, don't wait for it to arrive on Netflix or so. The amount of action shown is made for big screen experience.",10
A Power-Packed Thriller That Hits Every Nerve,"I walked into Dhurandhar without even watching the trailer -only drawn by the song ""Jogi"" - and I walked out stunned. This film is a masterclass in how to blend action, politics, intelligence operations and raw human conflict into one explosive narrative.Akshaye Khanna delivers one of his most charming yet chilling performances. His character makes you hate him for what he does, yet somehow you never want to see him fall - that's how compelling he is. Ranveer Singh, Sanjay Dutt and Arjun Rampal match that energy with equal intensity, giving the story a solid ensemble base where every character matters.What really sets the movie apart is how deeply it dives into the silent suffering of a spy - the years spent undercover, the lost identity, the isolation. The plot doesn't shy away from the ugly truths: gore, betrayal, political manipulation, and the weight of patriotism. Every scene feels earned, every twist hits hard.Dhurandhar proves that a commercial thriller can still have a beating heart and heavy emotional stakes. If you're looking for a film that keeps you conflicted - rooting for monsters yet understanding their pain - this is one you shouldn't miss.A gripping and unexpectedly impactful watch. Highly recommended.",9
A Stunning Star Showcase Driven by Terrific Performances,"""Dhurandhar"" (2025) is a truly stunning cinematic experience, succeeding on the strength of its ambitious vision and the phenomenal acting of its leading men. The film is elevated by the presence of Ranveer Singh, who delivers a great performance, and the sheer excellence of Akshaye Khanna, who is simply terrific in his role.The film's stunning quality is evident in its production design and execution, suggesting a visually rich and high-energy production that pulls the viewer into its world. The dual star power of the leads is a major asset, with Akshaye Khanna's terrific presence providing the perfect counterpoint to Ranveer Singh's great energy.However, the film's high quality is tempered slightly by a ""little bit of uneven pacing."" This suggests that while individual scenes and performances are brilliant, the flow of the narrative occasionally falters, perhaps slowing down during exposition or rushing through necessary developments. This minor flaw, though present, is ultimately overshadowed by the spectacle and the powerful acting.Overall, ""Dhurandhar"" is a cinematic triumph anchored by two powerhouse performances. It's a visually stunning and thoroughly engaging film that is a must-watch for its stars and high production values.",8
"A Gritty, Real & Legit Spy Thriller","Dhurandhar is easily one of the most gripping films to come out in recent times. The story is raw, gritty and grounded, with dialogues and scenes that hit hard and stay with you long after you leave the theatre. It's safe to say this is one of the first legit spy films made with such conviction and attention to detail.One of the most powerful moments in the film is hearing the real conversation from the Mumbai attack displayed on the red screen - it's chilling, painful and extremely impactful. It instantly pulls you into the emotional weight of the narrative.The performances are outstanding across the board. Every actor delivers with such honesty that you forget you're watching a film. Special praise to the director for the bold storytelling and tight execution. The music team also deserves credit the score enhances every tense moment without overpowering the story.Dhurandhar is intense, brave and brilliantly crafted. A must-watch for anyone who appreciates strong filmmaking and meaningful cinema.",10
Everything is glorified ....,"Glorified.... everything is glorified .... the length .... the violence ..... the bloodshed .... the villains.... even their introduction scenes are glorified .... the bloodshed ..... the helplessness of Indian Government.... the movie could have easily trimmed by 30 minutes with trimming of bike chase scene, songs, villain introduction, the last fight sequence ... in that scene even the sidekick is glorified when he shoots with bombs attached to his body .... why he is glorified ... is he a silent hero ? ... the movie felt like a Dhoom franchise where villain is the main attraction .... Rehman gets an extra scene even after death .... but then it was good masala movie ... the thing which stayed with me was R Madhavan's intense stare in the opening scene in the plane ... I wish that raw intensity was there throughout te film.",6
"Ghayal hun, isiliye Ghatak hun!","Narrated in 10 chapters, Aditya Dhar's highly ambitious magnum opus is that rare espionage thriller that enjoys proper research, aided by superb casting. The Director's confidence in his narrative, can be seen in the nearly 2 hours long first half with both halves getting 5 chapters each for a period of 10 years. Hamza infiltrates Pakistan's notorious gang run by Rehman Dacait and rises through the rank as his confidante. The way he gathers the information about how ISI uses these gangsters for their weapons is quite intriguing. The extreme violence is in sync with the current demand and I wasn't bothered by it. Despite the lengthy runtime, the film remains engaging though exhausting. The second half does get predictable and doesn't match the first half.Ofcourse the other need of the hour, the whole politics of it is what leaves a bitter taste considering the original story was potent enough and the good performances carried the story forward. The jingoistic nationalism with Pakistan as the target was pretty much given and that is definitely not the issue. Yet, the opening disclaimer reads out loud and clear, that the film is inspired by true events and that it doesn't intentionally target anybody. When they resort to present this as the reality with the usage of actual terror attacks footage and call transcripts, it gets tougher to accept the politics behind this. Sure, the attempt is to trigger the strong emotional response which again was possible without over doing it. The film would have remained impactful even without the political appeasement it resorts to doing, not so subtly.",5
A Big-Screen Explosion of Star Power,"From the very beginning, the film immerses the audience in a tense, high-stakes world. The protagonist delivers a performance of striking depth, embodying both strategic brilliance and moral struggle. Action sequences are relentless yet purposeful, integrating seamlessly with narrative developments. Supporting characters are engaging and complex, each with distinct motivations that enrich the story. Visual storytelling captures both vast landscapes and intimate tension-filled moments, while the score amplifies suspense without overwhelming it. Political undertones and realistic underworld dynamics ground the story, enhancing authenticity. The pacing expertly balances slow-burn tension with explosive payoffs. By the climax, emotional and adrenaline peaks converge, leaving an unforgettable impact of cinematic excellence.",9
Emotional Drama Meets High-Octane Action,"The storytelling is meticulous, slowly revealing layers of intrigue, danger, and emotion. Ranveer Singh is captivating, portraying both internal conflict and physical courage with finesse. Sanjay Dutt adds gravitas and presence, while Akshaye Khanna and R Madhavan ensure the supporting cast is as compelling as the leads. Arjun Rampal's intensity contrasts with Sara Arjun's innocence, making the narrative emotionally resonant. Aditya Dhar's direction harmonizes action with tension and character development. The cinematography captures both grandeur and subtlety, while the score heightens suspense. By the climax, the film leaves a lasting impact with its combination of thrills and emotional depth.",9
This movie saved Bollywood,"This movie is hands down the best film of 2025-no competition, no debate. I watched it last week, and I'm already planning to watch it again because it deserves multiple viewings. It's one of those rare films that pulls you in from the very first scene and doesn't let go until the credits roll. Every moment feels intentional, every frame feels crafted, and every emotion hits exactly where it should.( This is chat gpt because had to reach 300 word limit)Yes, the tickets were a little pricey-but honestly, bro, anything for a good movie. When a film is this good, you don't think twice before booking the best seats you can find. And trust me, this is not the kind of movie you casually wait to watch at home. This is a pure theatre experience, the kind that reminds you why cinemas exist in the first place. The visuals, the sound, the atmosphere-none of it will feel the same on a smaller screen.People keep saying, ""I'll just wait for the OTT release,"" but let me warn you right now: you'll regret it big time. This movie was clearly made for the big screen. The energy in the theatre, the reactions from the audience.",10
Action Moments That Steal the Show,"The narrative grips you from the very first frame, unfolding layers of strategy, betrayal, and raw human emotion with surgical precision. Ranveer Singh's dedication to the role is evident in every gesture, conveying fear, courage, and calculation seamlessly. Dhar's direction ensures that action and emotional depth coexist, never feeling forced or superficial. Cinematic framing and lighting highlight the tension in both public and private spaces, creating a palpable sense of danger. The supporting cast excels, particularly in scenes that explore loyalty and ambition. The editing maintains clarity amidst complexity, and the film's political undertones resonate strongly with current realities, making it feel timely and relevant.",9
A Blockbuster Saga Full of Punch and Passion,"Every scene is crafted to maintain tension, delivering both emotional depth and kinetic action. The lead actor shines, navigating complex emotions and intense physical sequences with equal skill. Action choreography is precise and impactful, making every fight a narrative moment rather than mere spectacle. Supporting characters are compelling, providing narrative richness and unexpected depth. Visuals are striking, capturing both grandeur and subtle human emotion. The score underscores drama and suspense without overshadowing it. The plot's mix of political intrigue, personal stakes, and criminal undertones creates a gripping world. By the finale, every narrative thread converges in a satisfying crescendo of action, emotion, and cinematic brilliance.",9
"A Thrilling Experience You Feel, Not Just Watch","Chaos and strategy are masterfully intertwined throughout the film, keeping viewers on edge from start to finish. The protagonist delivers a riveting performance, blending charisma, fear, and determination seamlessly. Fight scenes and action sequences are expertly choreographed, providing both spectacle and narrative progression. Secondary characters leave memorable impressions, making every interaction feel consequential. Cinematography and visual storytelling are a treat, capturing expansive set pieces and intimate, tension-filled moments alike. Sound design and score heighten the drama, ensuring that suspense is palpable. The screenplay's intricacy ensures that even minor details resonate in the climax. Political and criminal undertones lend realism to the story, enhancing its emotional stakes. By the finale, the film achieves a perfect balance of exhilaration and emotional resonance, leaving viewers both breathless and reflective.",9
Emotional Depth with electrifying Action,"This is a film that thrives on contrasts-quiet moments of introspection juxtaposed with explosive action and high-stakes tension. Ranveer Singh anchors the story with a performance that is raw yet calculated, capturing the inner turmoil of a man caught between duty and conscience. Direction ensures every subplot has purpose, while editing keeps the long runtime compelling. The supporting cast provides depth and complexity, enhancing the narrative's stakes. Cinematic techniques-from handheld camera work to sweeping aerial shots-immerse viewers in both the underworld and the emotional landscapes. The climax delivers both adrenaline and emotional resonance, leaving a lasting impression.",9
The Perfect Blend of Thrill and Heart,"The film grips you from the very first scene, immersing you into a world of tension and intrigue. Ranveer Singh delivers a powerhouse performance, balancing intensity with subtle vulnerability that makes his character feel profoundly human. The supporting cast adds layers to the narrative, each scene enriched by their nuanced portrayals. Director Dhar weaves together action, suspense, and political undertones seamlessly, creating a cinematic rhythm that never falters. The action sequences are meticulously choreographed, combining adrenaline-pumping fights with strategic tension, while the cinematography captures both the grit and grandeur of the setting. The editing maintains perfect pace, ensuring that even the quieter, character-driven moments hold immense weight. The film's score complements the visuals masterfully, heightening suspense without overwhelming the story. By the end, you are left both exhilarated and contemplative, a testament to the director's vision and the cast's dedication.",9
Loud high octane macho patriotism,"Movie feels dragged and lengthy(3h:30min). Above average worth a watch. Made to cater people of age 20-50 Yrs. Young adults would like to watch twice for loud bachground score and eye squinting violence. Not for kids and senior adults because kids must not be exposed to such violence and senior adults will get headache from the loudness.Story -7
Acting -7(Akshaye Khanna 10)
Direction - 8
Music-7.",7
Most of it is copied from SISU,"The music is copied from SISU, the BGM, the presentation is copied Chapter wise as well. Ranveer Singh has copied the whole personality of Turgut from Dirilis: Ertugrul but has looked a cheap copy. The only good thing about the movie is Akshaye Khanna, what an actor. It is more of a propoganda film, as if the government has assured Aditya Dhar some more movies in his kitty without any issues like Censor board, etc. In one scene, Madhavan says we are waiting for a government that will help us fight against terrorism, as a matter of fact, most of the terrorist attacks have really happened under the government he is talking about. Even the 1999 Kandhar attack and 2001 parliament attacked happened under that government which Madhavan's character is supporting in the movie. When there is propoganda attached to any artistic venture, it doesn't remain art, it becomes cheap business. That's what Dhurandhar is.",1
Drama That Keeps You on the Edge,"From start to finish, the film expertly balances suspense, strategy, and action. Ranveer Singh commands every scene with intensity and nuance, while Sanjay Dutt provides authority and menace. Akshaye Khanna and R Madhavan enhance the ensemble with subtle performances that elevate the narrative. Arjun Rampal's controlled menace creates tension that persists throughout, while Sara Arjun's emotional authenticity raises stakes. Aditya Dhar orchestrates narrative threads and action sequences with precision. Cinematography captures both the chaotic underworld and intimate character moments. The score heightens suspense, and the finale delivers both adrenaline-fueled action and emotional payoff.",9
Easily The best movie of this year,"Even though the movie is over 3hrs ,but a second does not feel boring. Its is packed with everything action , triller,a little bit of comady and ofcourse full of best quality acting by the stars. We all know akashay khanna stole the show ,but respect to those actors who made the movie so interesting. It's highly suggested that you go and watch this movie.",10
M Aditya Dhar Did What Bollywood Was Too Afraid To Do,"This movie is what happens when a director actually has the spine to tell the truth instead of playing it safe for multiplex audiences and foreign markets.Dhurandar doesn't apologize. It doesn't soften the edges. It shows you exactly what happens when a spy operates in the shadows - the guilt, the isolation, the impossible choices. Aditya Dhar built this film on real incidents, real audio recordings, real photographs. That's not cinematic liberty - that's documentation dressed as cinema.The violence? Absolutely necessary. People cry about ""graphic scenes,"" but it's literally nothing - a car accident on the road is more brutal than 80% of what's shown here. That's barely 3-4% of what actually happens in real life. The brutality in this film has purpose - it's reflective, not mindless. It's there to shake people up, not glorify gore.And here's the uncomfortable truth: people want to cry ""too graphic"" because they've been fed sugar their whole lives by Bollywood directors too afraid to upset Pakistan or their own conscience. This is a spy movie. Spies don't solve problems with dialogue and philosophy - they solve them with action, and sometimes that action is ugly. That's the reality. If you can't handle that, you're simply not mature enough for this film, and that's fine - no one's forcing you to watch. Go watch Kapil Sharma if you just want a laugh. This film is for those who have the spine to face reality..What killed me about this movie is how human it is. The lead doesn't become invincible. He doesn't single-handedly destroy an entire system while cracking jokes. He suffers. He carries the weight. He waits. He makes calculated moves. That's the actual craft of espionage, and no Bollywood film has ever shown it this way.The performances are something else entirely. Every actor understands the assignment - this isn't about being likeable. It's about being real. You can feel the exhaustion, the purpose, the cost. That's masterclass acting right there.And here's the thing people won't say out loud - this film is necessary. Not because it's anti-Pakistan or pro-India propaganda. It's necessary because it shows our young generation that there ARE people willing to bleed for this country, and their stories deserve to be told without apology or filter. That's not nationalism - that's truth.YRF and the ""progressive"" brigade will never make this film. They're too busy worrying about what Twitter thinks and whether their next release will play in Gulf markets. Aditya Dhar didn't care about any of that. He made a film for Indians, about Indians, showing the reality of what Indians face.This is the most honest spy film Indian cinema has ever produced. Period.⭐⭐⭐⭐⭐ - Raw. Uncompromising. Absolutely necessary.",10
"Dhurandhar is not just a movie, it's a hard slap of truth.","It hits hard because it doesn't rely on ""cinematic exaggeration."" Instead, it builds its story on real incidents - from the Kandahar hijack, to the 2001 Parliament attack, the fake currency network, and even the Lyari gang war links to 26/11.What makes it truly intense is the use of real footage, real images, and real audio of terrorists, that detail alone changes the whole experience. You don't just watch the film, you feel the weight of what actually happened.If you want a thriller that's not just entertaining but also shocking, informative, and unforgettable. Dhurandhar deserves your time.",10
The world of action thriller is back with Aditya Dhar and his team. Worth it !!,"The movie was really amazing and engaging, like every moment was something new and eye catching. The suspense was intense in every seen . The overall acting was really really great with all the top quality actors . Even the newcomer actress performed really well compared to the other nepos of industries or any other genz's nowadays. Anyway the action , directory, script, visuals all were perfectly fitted and was a spectacular performance. Enjoyed every moment in the cinema hall and felt like actually feeling or connecting with the movie . And absolutely deserve recognition for it's spectacular, and beautiful acting skills of all the actors and actresses. Really love the roles of every single character . Each one of the actor played every role with lots of dedication that can be seen in the movie. Really really amazing. I recommend people to definitely not miss it out . Go watch quicklyyyy !!!",10
Once in a Generation movie.,"Went to watch Dhurandhar in imax 6 am show . Who wakes up at 4:30 am on a sunday in Delhi winters to watch a movie !! I did & it was all worth it ! The movie is 3 and half hours long but it won't feel like. You won't take your eyes off the screen. What a performance by entire cast and hats off to Aditya Dhar for the vision and putting such a cinematic experience on the screen. Akshaye Khanna finally getting the roles and credits he deserves for his work, he completely stole the show. What an aura ! Ignore the negative reviews and just watch it you won't regret it. Dhurandhar restores your faith in Bollywood. Don't miss the ending there is a high chance that things are going to get crazy in the next part.",10
Perfect example of how covert spy movie should be made,"Director is the character of the movie. With Uri as his first directorial movie, he gave what NEW BHARAT represents, jo dushman ke ghar me ghusta bhi hai aur marata bhi hai.Some original and some originally inspired government officials characters makes it realistic. Covert spy doesn't provided all setup , all spoon feed mission intel on land, otherwise this time the wait is longer and spy has to make his way up in gangsters of Lyari town of Pakistan. Infaltrating enemy within is the motto here. Its not usual bollywood-ish spy thriller with high octane one sided action scenes, and heroine in bikini sequences. Here we get to see 3 hours and 32 minutes long saga of a man conspiring on his each step with calm mind and clear intentions to reveal enemy plans informing back to India.Special mention for Akshay Khanna as villain manages to hit the impact on viewers even if hes not the hero of the film. Ranveercs character Hamza Ali Mazari, takes back foot in screenplay which feels correct since he has to implement his mission in most intelligent manner.R Madhavan as Ajit Doval's inspired character Ajay Sanyal impacts you whenever he's on screen. Rage inside his eyes during annopening scene when he's been mocked by terrorist on plane, was top notch. With Mission Dhurandhar, he is in fact going to show enemy that ""Indians ke gude me kitna jor hai""Movie at one point shows 26/11 incidents first hand by using RED ACREEN EFFECT, which I don't think been implemented so great in any of the past films.Kudos to Jio Studios and Director Ditya Dhar and all casting for giving such a wonderful wonderful film to root for!",10
Not Worth the Hype,Dhurandhar is a watchable movie that does not live up to the hype. It has copied the violence in Animal and there is not enough depth and character development despite being 3h15 (version that I watched at the Cinema).I have so much more to say but then there would be too many spoilers in my review.Just keep in mind that you will not be missing anything if you do not watch this movie. Nobody will remember it in a few years.,6
"All Style, No Substance","Dhurandhar starts with promise but quickly falls apart due to uneven pacing, random song placements, and a story that never finds real direction. Instead of building a grounded narrative, the film relies on exaggerated patriotism and fabricated drama, which makes the experience feel forced rather than engaging.Despite a decent track like Gehra Hua, the overall film feels long, disconnected, and emotionally empty.Not recommended-it plays more like a sentiment-driven commercial product than a well-crafted thriller.",2
A Cinematic Storm of Emotions and Thrills,"Every frame of the film reflects careful thought, from visual composition to character arcs. Ranveer Singh's performance is magnetic, anchoring the story with intensity and subtle emotion. The supporting cast enhances the film, providing depth and texture to a richly layered narrative. Director Dhar demonstrates a keen understanding of pacing, ensuring that suspense and action are interwoven with emotional beats seamlessly. The cinematography captures both chaos and quiet moments beautifully, while the soundtrack heightens tension and emotion. The story builds steadily, culminating in a finale that is powerful, shocking, and deeply satisfying.",9
High-Voltage Drama and Explosive Action,"The film's meticulous attention to character development sets it apart, creating a narrative that is both thrilling and emotionally resonant. Ranveer Singh shines, embodying his character with a mix of determination, fear, and humanity. Director Dhar orchestrates tension with finesse, balancing explosive action with quieter, introspective moments. The supporting cast delivers memorable performances that enhance the story's complexity. Cinematography and score elevate the narrative, highlighting the stakes and mood of each sequence. The climactic sequences hit with both impact and emotional gravity, leaving a lasting impression.",9
Heart-Pounding Action and Strong Drama,"The narrative unfolds with careful pacing, building suspense, action, and emotional stakes simultaneously. Ranveer Singh delivers an intense and nuanced performance, capturing moral conflict and strategic calculation with equal skill. Sanjay Dutt brings gravitas, menace, and authority, dominating key scenes. Akshaye Khanna and R Madhavan enhance the ensemble with subtle, intelligent performances. Arjun Rampal's quiet menace maintains tension, and Sara Arjun's emotional authenticity heightens the stakes. Aditya Dhar directs with mastery, orchestrating suspense, drama, and action seamlessly. Cinematography captures both expansive cityscapes and intimate moments, while the score punctuates tension. By the finale, the story delivers a gripping, emotionally resonant payoff.",9
"Emotions, Thrills, and Big Screen Magic","The film's structure allows tension to build naturally, culminating in a high-stakes finale. Ranveer Singh delivers a layered, intense performance, capturing both vulnerability and determination. Sanjay Dutt commands presence and authority, while Akshaye Khanna and R Madhavan contribute subtle, intelligent performances. Arjun Rampal's quiet menace elevates suspense, and Sara Arjun's poignant moments provide the story's emotional core. Aditya Dhar blends complex plotting with visually stunning action sequences. Cinematography captures expansive chaos and intimate moments, and the score enhances suspense. By the second half, the narrative escalates into thrilling action and emotional resonance.",9
The spy movie you deserve,"I just watched Dhurandhar on the first day and I am still trying to pick my jaw up off the floor. A 3-hour-30-minute movie that feels like it's 90 minutes long? Somehow they have pulled it off. The way different storylines are woven together is amazing. Every thread gets tied up and nothing feels forced. The tension just keeps climbing and the background music always keeps you engaged.What really got me was how real everything felt. Real events are seamlessly made a part of the movie. It genuinely feels like you are inside the movie where one wrong move could end up in a catastrophic disaster for the titular characters. Each character got ample screen time to establish themselves in the movie. Dhurandhar is easily one of the best movies I have seen in years and I am already telling everyone that nothing like this is going to come out for the next 3 months. Go watch it on the biggest screen you can find, you ll thank me later.",9
